Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race,Senior,Name
31.0,Female,3,Data Scientist,8.0,140000.0,USA,White,0,Female_2569
29.0,Male,1,Marketing Analyst,4.0,70000.0,China,Korean,0,Male_3223
33.0,Female,2,Marketing Manager,9.0,130000.0,UK,White,0,Female_2570
27.0,Male,1,Software Engineer,3.0,80000.0,Australia,Asian,0,Male_3224
36.0,Female,3,Research Scientist,12.0,170000.0,China,Korean,0,Female_2571
25.0,Male,1,Product Manager,1.0,60000.0,UK,Asian,0,Male_3225
30.0,Female,1,Marketing Coordinator,5.0,90000.0,Australia,White,0,Female_2572
34.0,Male,3,Research Director,11.0,160000.0,UK,Welsh,0,Male_3226
28.0,Female,1,Marketing Analyst,3.0,60000.0,Canada,Asian,0,Female_2573
32.0,Male,1,Product Manager,7.0,120000.0,UK,White,0,Male_3227
24.0,Female,0,Receptionist,0.0,25000.0,China,Korean,0,Female_2574
37.0,Male,2,Marketing Director,14.0,190000.0,Australia,Asian,0,Male_3228
39.0,Female,1,Financial Manager,16.0,200000.0,Australia,Australian,0,Female_2575
26.0,Male,1,Product Designer,2.0,55000.0,China,Korean,0,Male_3229
31.0,Female,3,Data Scientist,8.0,140000.0,UK,Welsh,0,Female_2576
29.0,Male,1,Marketing Analyst,4.0,70000.0,UK,Asian,0,Male_3230
33.0,Female,2,Marketing Manager,9.0,130000.0,USA,African American,0,Female_2577
27.0,Male,1,Software Engineer,3.0,80000.0,Australia,White,0,Male_3231
36.0,Female,3,Research Scientist,12.0,170000.0,UK,White,0,Female_2578
25.0,Male,1,Product Manager,1.0,60000.0,China,Chinese,0,Male_3232
30.0,Female,1,Marketing Coordinator,5.0,90000.0,USA,African American,0,Female_2579
34.0,Male,3,Research Director,11.0,160000.0,UK,Mixed,0,Male_3233
28.0,Female,1,Marketing Analyst,3.0,60000.0,USA,Asian,0,Female_2580
32.0,Male,1,Product Manager,7.0,120000.0,USA,Hispanic,0,Male_3234
24.0,Female,0,Receptionist,0.0,25000.0,UK,Welsh,0,Female_2581
37.0,Male,2,Marketing Director,14.0,190000.0,China,White,0,Male_3235
39.0,Female,1,Financial Manager,16.0,200000.0,Australia,Australian,0,Female_2582
26.0,Male,1,Product Designer,2.0,55000.0,Canada,Asian,0,Male_3236
31.0,Female,3,Data Scientist,8.0,140000.0,UK,White,0,Female_2583
29.0,Male,1,Marketing Analyst,4.0,70000.0,Canada,Asian,0,Male_3237
33.0,Female,2,Marketing Manager,9.0,130000.0,China,White,0,Female_2584
27.0,Male,1,Software Engineer,3.0,80000.0,China,Chinese,0,Male_3238
36.0,Female,3,Research Scientist,12.0,170000.0,UK,White,0,Female_2585
25.0,Male,1,Product Manager,1.0,60000.0,USA,African American,0,Male_3239
30.0,Female,1,Marketing Coordinator,5.0,90000.0,USA,Hispanic,0,Female_2586
34.0,Male,3,Research Director,11.0,160000.0,Canada,Asian,0,Male_3240
28.0,Female,1,Marketing Analyst,3.0,60000.0,China,Chinese,0,Female_2587
32.0,Male,1,Product Manager,7.0,120000.0,USA,Asian,0,Male_3241
24.0,Female,0,Receptionist,0.0,25000.0,UK,Asian,0,Female_2588
37.0,Male,2,Marketing Director,14.0,190000.0,Australia,Australian,0,Male_3242
39.0,Female,1,Financial Manager,16.0,200000.0,UK,Welsh,0,Female_2589
26.0,Male,1,Product Designer,2.0,55000.0,UK,Asian,0,Male_3243
31.0,Female,3,Data Scientist,8.0,140000.0,Canada,Black,0,Female_2590
29.0,Male,1,Marketing Analyst,4.0,70000.0,USA,African American,0,Male_3244
33.0,Female,2,Marketing Manager,9.0,130000.0,USA,African American,0,Female_2591
27.0,Male,1,Software Engineer,3.0,80000.0,Australia,Australian,0,Male_3245
36.0,Female,3,Research Scientist,12.0,170000.0,China,Korean,0,Female_2592
25.0,Male,1,Product Manager,1.0,60000.0,Canada,Black,0,Male_3246
30.0,Female,1,Marketing Coordinator,5.0,90000.0,USA,Hispanic,0,Female_2593
34.0,Male,3,Research Director,11.0,160000.0,Canada,White,0,Male_3247
28.0,Female,1,Marketing Analyst,3.0,60000.0,USA,White,0,Female_2594
32.0,Male,1,Product Manager,7.0,120000.0,USA,White,0,Male_3248
24.0,Female,0,Receptionist,0.0,25000.0,UK,Mixed,0,Female_2595
37.0,Male,2,Marketing Director,14.0,190000.0,Australia,Australian,0,Male_3249
39.0,Female,1,Financial Manager,16.0,200000.0,Canada,Asian,0,Female_2596
26.0,Male,1,Product Designer,2.0,55000.0,UK,White,0,Male_3250
31.0,Female,3,Data Scientist,8.0,140000.0,Australia,Australian,0,Female_2597
29.0,Male,1,Marketing Analyst,4.0,70000.0,Canada,Asian,0,Male_3251
33.0,Female,2,Marketing Manager,9.0,130000.0,USA,Asian,0,Female_2598
27.0,Male,1,Software Engineer,3.0,80000.0,USA,Asian,0,Male_3252
36.0,Female,3,Research Scientist,12.0,170000.0,Australia,White,0,Female_2599
25.0,Male,1,Product Manager,1.0,60000.0,Australia,White,0,Male_3253
30.0,Female,1,Marketing Coordinator,5.0,90000.0,Australia,White,0,Female_2600
34.0,Male,3,Research Director,11.0,160000.0,USA,Asian,0,Male_3254
28.0,Female,1,Marketing Analyst,3.0,60000.0,China,Chinese,0,Female_2601
32.0,Male,1,Product Manager,7.0,120000.0,Canada,Asian,0,Male_3255
24.0,Female,0,Receptionist,0.0,25000.0,USA,Hispanic,0,Female_2602
37.0,Male,2,Marketing Director,14.0,190000.0,USA,Hispanic,0,Male_3256
39.0,Female,1,Financial Manager,16.0,200000.0,UK,Welsh,0,Female_2603
27.0,Male,3,Marketing Coordinator,7.0,120000.0,Canada,Black,0,Male_3257
28.0,Female,1,Marketing Coordinator,3.0,60000.0,UK,Asian,0,Female_2604
33.0,Male,2,Software Engineer,8.0,120000.0,Canada,White,0,Male_3258
27.0,Female,1,Product Manager,2.0,65000.0,Australia,White,0,Female_2605
30.0,Male,3,Data Scientist,6.0,100000.0,UK,Asian,0,Male_3259
36.0,Female,1,Financial Analyst,11.0,150000.0,USA,African American,0,Female_2606
29.0,Male,1,Marketing Analyst,3.0,65000.0,China,White,0,Male_3260
32.0,Female,2,Software Engineer,9.0,120000.0,Australia,White,0,Female_2607
26.0,Male,1,Graphic Designer,1.0,45000.0,Canada,White,0,Male_3261
29.0,Female,1,Product Manager,5.0,80000.0,USA,Asian,0,Female_2608
35.0,Male,3,Research Scientist,11.0,150000.0,UK,Welsh,0,Male_3262
27.0,Male,1,Software Engineer,2.0,65000.0,USA,Asian,0,Male_3263
31.0,Female,1,Marketing Manager,7.0,100000.0,UK,Asian,0,Female_2609
28.0,Male,2,Financial Analyst,4.0,90000.0,Canada,Black,0,Male_3264
24.0,Female,1,Marketing Analyst,0.0,40000.0,China,Korean,0,Female_2610
30.0,Male,1,Project Manager,6.0,110000.0,Australia,Asian,0,Male_3265
34.0,Female,3,Research Director,12.0,170000.0,China,Chinese,0,Female_2611
27.0,Male,1,Software Engineer,3.0,75000.0,Canada,Asian,0,Male_3266
33.0,Female,2,Marketing Manager,8.0,120000.0,China,Korean,0,Female_2612
29.0,Male,1,Marketing Analyst,4.0,70000.0,UK,Welsh,0,Male_3267
25.0,Female,0,Customer Service Representative,1.0,30000.0,UK,Mixed,0,Female_2613
36.0,Male,3,Research Scientist,13.0,180000.0,Canada,Asian,0,Male_3268
39.0,Female,1,Financial Manager,15.0,200000.0,Australia,White,0,Female_2614
26.0,Male,1,Product Designer,1.0,50000.0,Canada,White,0,Male_3269
31.0,Female,3,Data Scientist,8.0,140000.0,USA,Hispanic,0,Female_2615
28.0,Male,1,Marketing Analyst,3.0,65000.0,UK,Mixed,0,Male_3270
32.0,Female,1,Product Manager,7.0,110000.0,UK,Asian,0,Female_2616
24.0,Male,0,Delivery Driver,0.0,28000.0,Australia,Australian,0,Male_3271
37.0,Male,2,Marketing Director,14.0,190000.0,China,White,0,Male_3272
39.0,Female,1,Financial Manager,16.0,210000.0,Australia,Australian,0,Female_2617
26.0,Male,1,Product Designer,2.0,55000.0,China,Chinese,0,Male_3273
31.0,Female,3,Data Scientist,8.0,140000.0,China,Chinese,0,Female_2618
29.0,Male,1,Marketing Analyst,4.0,70000.0,Australia,Asian,0,Male_3274
33.0,Female,2,Marketing Manager,9.0,130000.0,USA,White,0,Female_2619
27.0,Male,1,Software Engineer,3.0,80000.0,Australia,White,0,Male_3275
36.0,Female,3,Research Scientist,12.0,170000.0,China,White,0,Female_2620
25.0,Male,1,Product Manager,1.0,60000.0,USA,Hispanic,0,Male_3276
30.0,Female,1,Marketing Coordinator,5.0,90000.0,Australia,Asian,0,Female_2621
34.0,Male,3,Research Director,11.0,160000.0,China,White,0,Male_3277
28.0,Female,1,Marketing Analyst,3.0,60000.0,Australia,Asian,0,Female_2622
32.0,Male,1,Product Manager,7.0,120000.0,Australia,White,0,Male_3278
24.0,Female,0,Receptionist,0.0,25000.0,China,Chinese,0,Female_2623
37.0,Male,2,Marketing Director,14.0,190000.0,USA,Hispanic,0,Male_3279
39.0,Female,1,Financial Manager,16.0,200000.0,UK,Welsh,0,Female_2624
26.0,Male,1,Product Designer,2.0,55000.0,UK,Mixed,0,Male_3280
31.0,Female,3,Data Scientist,8.0,140000.0,USA,African American,0,Female_2625
29.0,Male,1,Marketing Analyst,4.0,70000.0,Australia,Australian,0,Male_3281
33.0,Female,2,Marketing Manager,9.0,130000.0,UK,Asian,0,Female_2626
27.0,Male,1,Software Engineer,3.0,80000.0,Australia,Asian,0,Male_3282
36.0,Female,3,Research Scientist,12.0,170000.0,Canada,Black,0,Female_2627
25.0,Male,1,Product Manager,1.0,60000.0,China,Korean,0,Male_3283
30.0,Female,1,Marketing Coordinator,5.0,90000.0,China,Korean,0,Female_2628
34.0,Male,3,Research Director,11.0,160000.0,Australia,Asian,0,Male_3284
28.0,Female,1,Marketing Analyst,3.0,60000.0,UK,Welsh,0,Female_2629
32.0,Male,1,Product Manager,7.0,120000.0,Canada,White,0,Male_3285
24.0,Female,0,Receptionist,0.0,25000.0,USA,African American,0,Female_2630
37.0,Male,2,Marketing Director,14.0,190000.0,UK,White,0,Male_3286
39.0,Female,1,Financial Manager,16.0,200000.0,China,Korean,0,Female_2631
26.0,Male,1,Product Designer,2.0,55000.0,USA,African American,0,Male_3287
31.0,Female,3,Data Scientist,8.0,140000.0,USA,White,0,Female_2632
29.0,Male,1,Marketing Analyst,4.0,70000.0,Australia,Asian,0,Male_3288
33.0,Female,2,Marketing Manager,9.0,130000.0,China,Korean,0,Female_2633
27.0,Male,1,Software Engineer,3.0,80000.0,China,Chinese,0,Male_3289
36.0,Female,3,Research Scientist,12.0,170000.0,Canada,Black,0,Female_2634
25.0,Male,1,Product Manager,1.0,60000.0,Canada,Black,0,Male_3290
30.0,Female,1,Marketing Coordinator,5.0,90000.0,Canada,Black,0,Female_2635
34.0,Male,3,Research Director,11.0,160000.0,China,Chinese,0,Male_3291
28.0,Female,1,Marketing Analyst,3.0,60000.0,China,Korean,0,Female_2636
32.0,Male,1,Product Manager,7.0,120000.0,Canada,White,0,Male_3292
24.0,Female,0,Receptionist,0.0,25000.0,Canada,White,0,Female_2637
37.0,Male,2,Marketing Director,14.0,190000.0,Australia,Australian,0,Male_3293
39.0,Female,1,Financial Manager,16.0,200000.0,UK,Mixed,0,Female_2638
26.0,Male,1,Product Designer,2.0,55000.0,UK,Mixed,0,Male_3294
31.0,Female,3,Data Scientist,8.0,140000.0,UK,Mixed,0,Female_2639
29.0,Male,1,Marketing Analyst,4.0,70000.0,Australia,White,0,Male_3295
33.0,Female,2,Marketing Manager,9.0,130000.0,Australia,White,0,Female_2640
27.0,Male,1,Software Engineer,3.0,80000.0,USA,Asian,0,Male_3296
36.0,Female,3,Research Scientist,12.0,170000.0,USA,African American,0,Female_2641
25.0,Male,1,Product Manager,1.0,60000.0,Canada,Asian,0,Male_3297
30.0,Female,1,Marketing Coordinator,5.0,90000.0,Canada,Black,0,Female_2642
34.0,Male,3,Research Director,11.0,160000.0,Canada,Asian,0,Male_3298
28.0,Female,1,Marketing Analyst,3.0,60000.0,Australia,Australian,0,Female_2643
32.0,Male,1,Product Manager,7.0,120000.0,UK,Mixed,0,Male_3299
24.0,Female,0,Receptionist,0.0,25000.0,USA,White,0,Female_2644
37.0,Male,2,Marketing Director,14.0,190000.0,Australia,White,0,Male_3300
39.0,Female,1,Financial Manager,16.0,200000.0,USA,White,0,Female_2645
26.0,Male,1,Product Designer,2.0,55000.0,USA,White,0,Male_3301
31.0,Female,3,Data Scientist,8.0,140000.0,Australia,Asian,0,Female_2646
29.0,Male,1,Marketing Analyst,4.0,70000.0,UK,Mixed,0,Male_3302
33.0,Female,2,Marketing Manager,9.0,130000.0,Australia,Asian,0,Female_2647
27.0,Male,1,Software Engineer,3.0,80000.0,UK,Asian,0,Male_3303
36.0,Female,3,Research Scientist,12.0,170000.0,Canada,White,0,Female_2648
25.0,Male,1,Product Manager,1.0,60000.0,Canada,Black,0,Male_3304
30.0,Female,1,Marketing Coordinator,5.0,90000.0,China,White,0,Female_2649
34.0,Male,3,Research Director,11.0,160000.0,USA,White,0,Male_3305
28.0,Female,1,Marketing Analyst,3.0,60000.0,Australia,Australian,0,Female_2650
32.0,Male,1,Product Manager,7.0,120000.0,China,Chinese,0,Male_3306
24.0,Female,0,Receptionist,0.0,25000.0,China,Chinese,0,Female_2651
37.0,Male,2,Marketing Director,14.0,190000.0,China,White,0,Male_3307
39.0,Female,1,Financial Manager,16.0,200000.0,UK,White,0,Female_2652
26.0,Male,1,Product Designer,2.0,55000.0,China,White,0,Male_3308
31.0,Female,3,Data Scientist,8.0,140000.0,UK,Asian,0,Female_2653
29.0,Male,1,Marketing Analyst,4.0,70000.0,Canada,White,0,Male_3309
33.0,Female,2,Marketing Manager,9.0,130000.0,China,White,0,Female_2654
27.0,Male,1,Software Engineer,3.0,80000.0,Canada,Black,0,Male_3310
36.0,Female,3,Research Scientist,12.0,170000.0,Canada,Asian,0,Female_2655
25.0,Male,1,Product Manager,1.0,60000.0,USA,African American,0,Male_3311
30.0,Female,1,Marketing Coordinator,5.0,90000.0,UK,Asian,0,Female_2656
34.0,Male,3,Research Director,11.0,160000.0,Canada,White,0,Male_3312
28.0,Female,1,Marketing Analyst,3.0,60000.0,Canada,Asian,0,Female_2657
32.0,Male,1,Product Manager,7.0,120000.0,Canada,Asian,0,Male_3313
24.0,Female,0,Receptionist,0.0,25000.0,Canada,White,0,Female_2658
37.0,Male,2,Marketing Director,14.0,190000.0,Canada,Asian,0,Male_3314
39.0,Female,1,Financial Manager,16.0,200000.0,Australia,Australian,0,Female_2659
26.0,Male,1,Product Designer,2.0,55000.0,Canada,Asian,0,Male_3315
31.0,Female,3,Data Scientist,8.0,140000.0,Australia,White,0,Female_2660
29.0,Male,1,Marketing Analyst,4.0,70000.0,Canada,Asian,0,Male_3316
33.0,Female,2,Marketing Manager,9.0,130000.0,UK,Welsh,0,Female_2661
27.0,Male,1,Software Engineer,3.0,80000.0,Australia,Asian,0,Male_3317
36.0,Female,3,Research Scientist,12.0,170000.0,Canada,Black,0,Female_2662
25.0,Male,1,Product Manager,1.0,60000.0,USA,African American,0,Male_3318
30.0,Female,1,Marketing Coordinator,5.0,90000.0,Australia,Asian,0,Female_2663
34.0,Male,3,Research Director,11.0,160000.0,UK,Asian,0,Male_3319
28.0,Female,1,Marketing Analyst,3.0,60000.0,China,Chinese,0,Female_2664
32.0,Male,1,Product Manager,7.0,120000.0,Australia,Australian,0,Male_3320
24.0,Female,0,Receptionist,0.0,25000.0,USA,Hispanic,0,Female_2665
37.0,Male,2,Marketing Director,14.0,190000.0,China,Korean,0,Male_3321
39.0,Female,1,Financial Manager,16.0,200000.0,UK,Asian,0,Female_2666
29.0,Female,1,Marketing Coordinator,4.0,65000.0,UK,Asian,0,Female_2667
34.0,Male,2,Software Engineer,9.0,125000.0,USA,African American,0,Male_3322
28.0,Female,1,Product Manager,3.0,70000.0,Canada,Asian,0,Female_2668
31.0,Male,3,Data Scientist,7.0,110000.0,Canada,White,0,Male_3323
37.0,Female,1,Financial Analyst,12.0,160000.0,UK,Asian,0,Female_2669
30.0,Male,1,Marketing Analyst,4.0,75000.0,China,White,0,Male_3324
33.0,Female,2,Software Engineer,8.0,120000.0,UK,Mixed,0,Female_2670
27.0,Male,1,Graphic Designer,2.0,50000.0,Australia,Australian,0,Male_3325
30.0,Female,1,Product Manager,5.0,85000.0,USA,White,0,Female_2671
36.0,Male,3,Research Scientist,11.0,155000.0,Canada,White,0,Male_3326
28.0,Male,1,Software Engineer,3.0,70000.0,UK,White,0,Male_3327
32.0,Female,1,Marketing Manager,8.0,115000.0,UK,White,0,Female_2672
29.0,Male,2,Financial Analyst,5.0,95000.0,USA,African American,0,Male_3328
25.0,Female,1,Marketing Analyst,0.0,40000.0,Canada,Asian,0,Female_2673
31.0,Male,1,Project Manager,6.0,115000.0,Australia,Australian,0,Male_3329
35.0,Female,3,Research Director,12.0,175000.0,Canada,Black,0,Female_2674
28.0,Male,1,Software Engineer,3.0,70000.0,Canada,White,0,Male_3330
33.0,Female,2,Marketing Manager,9.0,135000.0,Australia,Australian,0,Female_2675
29.0,Male,1,Marketing Analyst,4.0,75000.0,Canada,Black,0,Male_3331
25.0,Female,0,Customer Service Representative,1.0,30000.0,UK,Mixed,0,Female_2676
36.0,Male,3,Research Scientist,13.0,185000.0,UK,Mixed,0,Male_3332
40.0,Female,1,Financial Manager,15.0,210000.0,Australia,Australian,0,Female_2677
27.0,Male,1,Product Designer,1.0,45000.0,China,White,0,Male_3333
32.0,Female,3,Data Scientist,9.0,145000.0,USA,Hispanic,0,Female_2678
28.0,Male,1,Marketing Analyst,3.0,70000.0,UK,Welsh,0,Male_3334
32.0,Female,1,Product Manager,7.0,120000.0,China,Chinese,0,Female_2679
24.0,Male,0,Delivery Driver,0.0,28000.0,Canada,Asian,0,Male_3335
38.0,Male,2,Marketing Director,14.0,195000.0,USA,White,0,Male_3336
40.0,Female,1,Financial Manager,16.0,215000.0,China,White,0,Female_2680
27.0,Male,1,Product Designer,2.0,55000.0,Australia,Asian,0,Male_3337
32.0,Female,3,Data Scientist,9.0,145000.0,China,White,0,Female_2681
29.0,Male,1,Marketing Analyst,4.0,75000.0,UK,White,0,Male_3338
33.0,Female,2,Marketing Manager,9.0,135000.0,China,Chinese,0,Female_2682
27.0,Male,1,Software Engineer,3.0,80000.0,Canada,Black,0,Male_3339
36.0,Female,3,Research Scientist,13.0,185000.0,Australia,Asian,0,Female_2683
25.0,Male,1,Product Manager,1.0,60000.0,China,Chinese,0,Male_3340
30.0,Female,1,Marketing Coordinator,5.0,95000.0,China,Korean,0,Female_2684
34.0,Male,3,Research Director,12.0,170000.0,Canada,Black,0,Male_3341
28.0,Female,1,Marketing Analyst,3.0,65000.0,China,White,0,Female_2685
32.0,Male,1,Product Manager,7.0,120000.0,Canada,White,0,Male_3342
24.0,Female,0,Receptionist,0.0,25000.0,Canada,White,0,Female_2686
38.0,Male,2,Marketing Director,14.0,195000.0,Canada,Black,0,Male_3343
40.0,Female,1,Financial Manager,16.0,215000.0,China,Korean,0,Female_2687
27.0,Male,1,Product Designer,2.0,55000.0,China,White,0,Male_3344
32.0,Female,3,Data Scientist,9.0,145000.0,UK,White,0,Female_2688
29.0,Male,1,Marketing Analyst,4.0,75000.0,USA,African American,0,Male_3345
33.0,Female,2,Marketing Manager,9.0,135000.0,USA,Asian,0,Female_2689
27.0,Male,1,Software Engineer,3.0,80000.0,Canada,White,0,Male_3346
36.0,Female,3,Research Scientist,13.0,185000.0,Australia,White,0,Female_2690
25.0,Male,1,Product Manager,1.0,60000.0,Australia,Asian,0,Male_3347
30.0,Female,1,Marketing Coordinator,5.0,95000.0,USA,Asian,0,Female_2691
34.0,Male,3,Research Director,12.0,170000.0,UK,Welsh,0,Male_3348
28.0,Female,1,Marketing Analyst,3.0,65000.0,USA,Asian,0,Female_2692
32.0,Male,1,Product Manager,7.0,120000.0,Canada,Black,0,Male_3349
24.0,Female,0,Receptionist,0.0,25000.0,UK,Welsh,0,Female_2693
38.0,Male,2,Marketing Director,14.0,195000.0,China,Chinese,0,Male_3350
40.0,Female,1,Financial Manager,16.0,215000.0,Australia,White,0,Female_2694
27.0,Male,1,Product Designer,2.0,55000.0,UK,White,0,Male_3351
32.0,Female,3,Data Scientist,9.0,145000.0,USA,Asian,0,Female_2695
29.0,Male,1,Marketing Analyst,4.0,75000.0,USA,Hispanic,0,Male_3352
33.0,Female,2,Marketing Manager,9.0,135000.0,Australia,White,0,Female_2696
27.0,Male,1,Software Engineer,3.0,80000.0,Canada,Black,0,Male_3353
36.0,Female,3,Research Scientist,13.0,185000.0,USA,African American,0,Female_2697
25.0,Male,1,Product Manager,1.0,60000.0,UK,White,0,Male_3354
30.0,Female,1,Marketing Coordinator,5.0,95000.0,Australia,Australian,0,Female_2698
34.0,Male,3,Research Director,12.0,170000.0,Canada,Asian,0,Male_3355
28.0,Female,1,Marketing Analyst,3.0,65000.0,UK,Welsh,0,Female_2699
32.0,Male,1,Product Manager,7.0,120000.0,USA,Hispanic,0,Male_3356
24.0,Female,0,Receptionist,0.0,25000.0,USA,Hispanic,0,Female_2700
38.0,Male,2,Marketing Director,14.0,195000.0,Australia,Australian,0,Male_3357
40.0,Female,1,Financial Manager,16.0,215000.0,Australia,Australian,0,Female_2701
27.0,Male,1,Product Designer,2.0,55000.0,Canada,Black,0,Male_3358
32.0,Female,3,Data Scientist,9.0,145000.0,Canada,Asian,0,Female_2702
29.0,Male,1,Marketing Analyst,4.0,75000.0,China,Chinese,0,Male_3359
33.0,Female,2,Marketing Manager,9.0,135000.0,China,White,0,Female_2703
27.0,Male,1,Software Engineer,3.0,80000.0,USA,African American,0,Male_3360
36.0,Female,3,Research Scientist,13.0,185000.0,Australia,Asian,0,Female_2704
25.0,Male,1,Product Manager,1.0,60000.0,China,Korean,0,Male_3361
30.0,Female,1,Marketing Coordinator,5.0,95000.0,UK,White,0,Female_2705
34.0,Male,3,Research Director,12.0,170000.0,Australia,White,0,Male_3362
28.0,Female,1,Marketing Analyst,3.0,65000.0,UK,White,0,Female_2706
32.0,Male,1,Product Manager,7.0,120000.0,China,Chinese,0,Male_3363
24.0,Female,0,Receptionist,0.0,25000.0,Canada,White,0,Female_2707
38.0,Male,2,Marketing Director,14.0,195000.0,UK,Asian,0,Male_3364
40.0,Female,1,Financial Manager,16.0,215000.0,China,Chinese,0,Female_2708
27.0,Male,1,Product Designer,2.0,55000.0,USA,African American,0,Male_3365
32.0,Female,3,Data Scientist,9.0,145000.0,Australia,White,0,Female_2709
29.0,Male,1,Marketing Analyst,4.0,75000.0,UK,White,0,Male_3366
33.0,Female,2,Marketing Manager,9.0,135000.0,Australia,Asian,0,Female_2710
27.0,Male,1,Software Engineer,3.0,80000.0,Australia,Asian,0,Male_3367
36.0,Female,3,Research Scientist,13.0,185000.0,China,Chinese,0,Female_2711
25.0,Male,1,Product Manager,1.0,60000.0,China,Chinese,0,Male_3368
30.0,Female,1,Marketing Coordinator,5.0,95000.0,USA,Asian,0,Female_2712
34.0,Male,3,Research Director,12.0,170000.0,China,Korean,0,Male_3369
28.0,Female,1,Marketing Analyst,3.0,65000.0,USA,African American,0,Female_2713
32.0,Male,1,Product Manager,7.0,120000.0,China,Korean,0,Male_3370
24.0,Female,0,Receptionist,0.0,25000.0,Australia,White,0,Female_2714
38.0,Male,2,Marketing Director,14.0,195000.0,USA,Asian,0,Male_3371
40.0,Female,1,Financial Manager,16.0,215000.0,UK,White,0,Female_2715
27.0,Male,1,Product Designer,2.0,55000.0,USA,African American,0,Male_3372
32.0,Female,3,Data Scientist,9.0,145000.0,Canada,White,0,Female_2716
29.0,Male,1,Marketing Analyst,4.0,75000.0,USA,Hispanic,0,Male_3373
33.0,Female,2,Marketing Manager,9.0,135000.0,China,Korean,0,Female_2717
27.0,Male,1,Software Engineer,3.0,80000.0,UK,Welsh,0,Male_3374
36.0,Female,3,Research Scientist,13.0,185000.0,Australia,Australian,0,Female_2718
25.0,Male,1,Product Manager,1.0,60000.0,UK,Welsh,0,Male_3375
30.0,Female,1,Marketing Coordinator,5.0,95000.0,USA,White,0,Female_2719
34.0,Male,3,Research Director,12.0,170000.0,USA,Asian,0,Male_3376
28.0,Female,1,Marketing Analyst,3.0,65000.0,UK,Welsh,0,Female_2720
32.0,Male,1,Product Manager,7.0,120000.0,UK,Mixed,0,Male_3377
24.0,Female,0,Receptionist,0.0,25000.0,USA,Asian,0,Female_2721
38.0,Male,2,Marketing Director,14.0,195000.0,USA,White,0,Male_3378
40.0,Female,1,Financial Manager,16.0,215000.0,China,White,0,Female_2722
27.0,Male,1,Product Designer,2.0,55000.0,USA,Hispanic,0,Male_3379
32.0,Female,3,Data Scientist,9.0,145000.0,China,White,0,Female_2723
29.0,Male,1,Marketing Analyst,4.0,75000.0,UK,Mixed,0,Male_3380
33.0,Female,2,Marketing Manager,9.0,135000.0,UK,White,0,Female_2724
27.0,Male,1,Software Engineer,3.0,80000.0,Australia,Asian,0,Male_3381
36.0,Female,3,Research Scientist,13.0,185000.0,Canada,White,0,Female_2725
25.0,Male,1,Product Manager,1.0,60000.0,Canada,Asian,0,Male_3382
30.0,Female,1,Marketing Coordinator,5.0,95000.0,China,White,0,Female_2726
34.0,Male,3,Research Director,12.0,170000.0,Australia,Asian,0,Male_3383
28.0,Female,1,Marketing Analyst,3.0,65000.0,China,White,0,Female_2727
32.0,Male,1,Product Manager,7.0,120000.0,Australia,Asian,0,Male_3384
24.0,Female,0,Receptionist,0.0,25000.0,China,Chinese,0,Female_2728
38.0,Male,2,Marketing Director,14.0,195000.0,China,Chinese,0,Male_3385
40.0,Female,1,Financial Manager,16.0,215000.0,China,White,0,Female_2729
26.0,Female,2,Software Engineer,2.0,75000.0,China,Korean,0,Female_2730
39.0,Male,3,Research Scientist,14.0,185000.0,UK,White,0,Male_3386
32.0,Female,1,Marketing Manager,7.0,120000.0,Canada,White,0,Female_2731
28.0,Male,1,Graphic Designer,3.0,60000.0,Canada,Asian,0,Male_3387
35.0,Female,2,Data Scientist,10.0,145000.0,UK,Asian,0,Female_2732
29.0,Male,1,Marketing Analyst,4.0,75000.0,China,Chinese,0,Male_3388
33.0,Female,2,Product Manager,8.0,135000.0,USA,Hispanic,0,Female_2733
27.0,Male,1,Software Engineer,2.0,70000.0,Australia,Australian,0,Male_3389
36.0,Female,3,Research Director,12.0,175000.0,China,Korean,0,Female_2734
24.0,Male,0,Delivery Driver,0.0,28000.0,Australia,White,0,Male_3390
38.0,Male,2,Marketing Director,14.0,195000.0,Canada,Asian,0,Male_3391
40.0,Female,1,Financial Manager,16.0,215000.0,Canada,Black,0,Female_2735
27.0,Male,1,Product Designer,2.0,55000.0,China,Korean,0,Male_3392
32.0,Female,3,Data Scientist,9.0,145000.0,Canada,Black,0,Female_2736
29.0,Male,1,Marketing Analyst,4.0,75000.0,USA,White,0,Male_3393
33.0,Female,2,Marketing Manager,9.0,135000.0,Australia,Australian,0,Female_2737
27.0,Male,1,Software Engineer,3.0,80000.0,China,Chinese,0,Male_3394
36.0,Female,3,Research Scientist,13.0,185000.0,UK,Asian,0,Female_2738
25.0,Male,1,Product Manager,1.0,60000.0,China,Korean,0,Male_3395
30.0,Female,1,Marketing Coordinator,5.0,95000.0,UK,Welsh,0,Female_2739
34.0,Male,3,Research Director,12.0,170000.0,UK,Welsh,0,Male_3396
28.0,Female,1,Marketing Analyst,3.0,65000.0,UK,White,0,Female_2740
32.0,Male,1,Product Manager,7.0,120000.0,Australia,Asian,0,Male_3397
24.0,Female,0,Receptionist,0.0,25000.0,USA,White,0,Female_2741
38.0,Male,2,Marketing Director,14.0,195000.0,UK,White,0,Male_3398
